gene,N,intercept,slope,min x,max x,R2,
CCL17,22,101473.63066290319,135065741.64727828,0.060627757000000004,0.9662070009999999,0.513974337039,
SLPI,22,185710.35322868387,-452294.29859674897,0.051484052,0.20435435600000001,0.016346417623,
H2-T23,21,57716.11467150257,134040.21382259813,0.185251623,1.31182585,0.378898298518,
NFKBIZ,20,3308.869445202292,46137.392781588074,0.010416667,0.6878036209999999,0.318995203188,
DHX58,22,20.474150989416103,20788.736277767974,0.013653476000000001,0.47431830799999997,0.627285726268,
THBS1,22,6008.527231369018,166151.01362582538,0.040855437,0.6987712690000001,0.46496900379,
HERC6,22,1895.4826355219802,29033.200378298814,0.026315789,0.915387903,0.743933885624,
CD86,23,8702.203897495157,349023.1217701263,0.100209437,0.8424872520000001,0.440699728092,
IGTP,20,1049.2076510937886,61270.094614359885,0.010899125,0.38174412700000004,0.713701497581,
FABP3,22,-15347.987040147422,554749.3840080997,0.010416667,0.147600034,0.703813884381,
AK042010,19,3812.6352894156435,41157.085067466855,0.035313266,0.415139569,0.451023140747,
GBP6,25,452.3679682079037,30452.34207522877,0.044251845,0.884149062,0.65833138625,
IL1RN,23,51340.905207831296,1141534.8297494526,0.084817097,1.977752325,0.736219086588,
SERPINB9B,23,-5912.597413783515,1138476.65940959,0.010416667,0.068122335,0.106984045997,
INSIG1,23,8659.066724790531,-2485.10396382406,0.110740226,1.641291782,0.0176209122175,
RTP4,22,4675.1244791634745,142228.30749008755,0.020415753999999998,1.4884944169999998,0.86456282082,
IL1B,22,928907.0810460383,8541341.795694869,0.021555271,1.33120404,0.510309030197,
IFI204,24,21912.123840471788,212421.6512829279,0.050615747,2.628422949,0.702669951214,
CD69,22,-34622.004823285446,1171358.8518819702,0.027125923,0.49178313100000004,0.319954534648,
LGALS9,23,18976.353606837263,216048.75138895673,0.061948345,0.868960545,0.363146168423,
IFI27L2A,24,125934.67982895573,715162.7856897579,0.015636506,0.917834319,0.294169595634,
IFI47,25,-8479.166480539716,335349.8187077129,0.014023988999999999,1.886156839,0.8589125678,
CLU,23,-208439.02907262457,14494832.681020534,0.014128742,0.103789066,0.599221315075,
2310016C08RIK,20,35828.2528755416,442313.3131242732,0.010416667,0.6796030759999999,0.613826840535,
KPNA3,25,1295.2562285531922,17232.73948450374,0.09977481099999999,1.040410417,0.478080377786,
GLIPR2,21,55581.66715110533,392665.50349320134,0.042433012,0.35945754799999996,0.114815869296,
XAF1,23,427.73200949203783,50887.506467691535,0.033691709,1.166464544,0.655902724667,
SLC7A2,22,224.639652654354,32691.222344733673,0.151601118,0.9805765479999999,0.428406262324,
PROCR,22,-2.2852694295943365,208823.4947639736,0.017148382,0.505783097,0.673694626686,
PRPF38A,21,15096.777226452763,-17274.433312449186,0.07451942,0.423489044,0.0255015214687,
1810029B16RIK,22,84828.95104338706,-28589.527052095607,0.10644412199999999,1.107382493,0.00904415772236,
CCRL2,22,25185.62962486827,60816.03433495573,0.08424863199999999,1.003223755,0.242194752444,
GBP2,23,4204.5081114440545,182324.54462345247,0.094324924,1.709565936,0.438330548652,
DUSP1,22,9498.690105985783,25485.099388932827,0.078174555,0.693442998,0.170894531497,
PTX3,18,1641.1017450711406,417025.8857452364,0.016972261000000002,0.199659513,0.399894959793,
BST2,23,4386.933412213895,43177.788565062605,0.048601199000000005,0.6248236620000001,0.279724889635,
RAB32,24,16082.870616596985,91426.80538959418,0.054936421,0.927647455,0.30987571773,
CLEC4E,22,25761.119464374613,580473.3153097709,0.052606142,1.096389852,0.567295330821,
BLNK,24,4971.6985420387355,104420.26137146559,0.043798804000000004,0.7457553240000001,0.4040919177,
SP100,23,-602.560548405585,129474.83465338765,0.023496582000000002,0.718957682,0.462398073535,
STAT2,23,1435.3085811197652,22719.15478409764,0.070565267,1.032417334,0.589631624763,
CD200,23,488.84290524699463,203394.1837899448,0.026173546000000002,0.542791143,0.437200730664,
PARP9,22,1012.1584451583194,18985.071414620543,0.03087937,0.8325745999999999,0.637236600415,
PRDX1,25,26393589.375696197,5666371.205197827,0.325534477,2.964655342,0.0221248289156,
MMP13,23,8888.956885273019,187433.6172893712,0.01404793,0.162234607,0.114984011281,
CD274,23,-478.86288400078774,75381.99061221805,0.139055296,1.4636585130000002,0.625190666569,
AI607873,22,12290.677507239794,149167.5595990415,0.042603953,0.543985897,0.337601501792,
PMP22,24,23071.75721874848,135133.15002390643,0.017409907,0.519115985,0.216000753261,
CD47,23,66600.02706387849,-14637.55142845366,0.317791986,1.4630963559999999,0.0220260279936,
ZBP1,22,4823.395107430151,118303.86946601466,0.010416667,0.5474833570000001,0.545290069071,
PHF11,24,-5297.994637430502,129651.6105860777,0.010416667,0.449269507,0.882692473688,
TOR3A,26,-283.98778961369135,26234.97036301625,0.047160701,0.888180038,0.688696933848,
IFI35,22,2996.0233897518538,49750.771730507375,0.029043687999999998,0.79867629,0.66724263998,
LCP2,23,6721.384146108745,6067.563656933208,0.087718885,0.748058445,0.0474609722134,
SBDS,23,3930.8467674752173,96874.74117980302,0.21856587100000002,1.239223285,0.562973251198,
IFITM3,21,181511.23691216414,1123695.2539001175,0.024211161000000002,1.448780529,0.618340819997,
DTX3L,23,1867.3853535549874,2525.870762322594,0.05713717,1.5350914130000002,0.194126208297,
IL6,23,71840.01391893753,2268152.394786885,0.010416667,1.110731264,0.758557769574,
FPR1,19,1029.2185113685118,414474.6634051234,0.010416667,0.266511273,0.765121433535,
AY096003,23,6347.688184158913,123231.36154310734,0.032766599,0.887464712,0.426245104794,
SAA3,24,-86736.68865819403,5386141.807765575,0.010416667,0.19202007899999998,0.20766337614,
FOS,21,7259.439590507575,36561.180315493424,0.028231372999999997,0.228160339,0.0216849456307,
ZUFSP,22,1010.5192298772708,46479.207092284116,0.031779155,0.530136345,0.464579028459,
EPSTI1,21,14835.723279062835,-14911.126331205052,0.039742808,0.42495016399999996,0.024466394198,
PDZK1IP1,20,9513.113674240321,90513.85520350367,0.044065895,0.329865658,0.149017904755,
MCA32,23,26685.351757553337,101612.15966299278,0.038793841,0.411590911,0.0755314076142,
NFKBIA,24,-13560.700725227362,461143.05555994896,0.35281852799999996,2.8835648760000003,0.618927763909,
H2-T10,21,6719.632731397251,123046.21050658212,0.079646032,0.717076412,0.433775626501,
IFNB1,15,9841.673701331594,167592.73926571832,0.010753477,0.118340346,0.0659373997733,
IFIH1,26,8311.740298259021,31143.532221107125,0.043279200999999996,1.9498560319999998,0.712348989705,
AK052414,24,4314.346930019441,50797.56364215764,0.020952503,0.383655843,0.230581445883,
MT2,22,6177.858012921788,187866.42442328815,0.040261504,0.739829297,0.530284187721,
CLIC4,22,13436.769299672174,20637.02574320817,0.124601215,1.677607509,0.299871111485,
ARF4,23,64690.42778903997,-4484.956814875157,0.327670294,1.6022837140000001,0.0017238338265,
ETV3,24,19802.105157512102,1664.0932724537836,0.144654775,0.659905259,0.000208774137152,
SERPINB6B,18,9712.321034592758,495900.22939665144,0.02133279,0.179160128,0.393206584666,
RNASET2B,21,156209.38657422853,-186140.61222598152,0.141749078,0.7233068909999999,0.256232716989,
KTELC1,23,4774.855051801313,81872.4956620636,0.051915137,0.379671648,0.38467417128,
IL7R,24,16697.381657410046,11875.529960728692,0.116352913,0.66476721,0.0297987489421,
LAP3,22,1975.0044209753823,15800.745124429117,0.065528536,0.6868726140000001,0.223305289647,
FPR2,23,16039.076077540398,219566.05695214597,0.012017921,0.774071706,0.571507248869,
TNIP3,21,19605.45372389683,54296.43354375054,0.120031742,1.1123224859999998,0.153066609109,
NCOA7,22,16199.437009569174,-9499.959460844415,0.058688127,0.41945271799999995,0.00485632483774,
TNFAIP3,23,6563.991533246214,14062.295714213566,0.044736152,1.563853512,0.301631253618,
ELL2,23,4032.21800757459,7429.644229479896,0.06986227099999999,0.641189554,0.0576617047758,
PTTG1,21,-3592.837713551311,78740.08748451745,0.051956786,0.883429182,0.737777229626,
MX1,21,12652.024151099671,709352.1829531037,0.079376394,1.324175546,0.69287467836,
RILPL2,23,15656.540005359231,68406.58967428732,0.092423765,0.7854100829999999,0.251479188403,
CCL5,22,36927833.51990296,87543112.05881518,0.024334163,3.195034802,0.690213769171,
CAR2,23,2767.927478856902,327656.25173551,0.011898621000000002,0.23106992399999998,0.22031501775,
TNF,23,72746.1675449874,977558.2588773052,0.046038099000000006,1.057511817,0.649508260899,
SWAP70,21,5068.7622747804535,26767.760298067715,0.041116003,0.38543847,0.1671745222,
IRF8,22,7164.637810110802,84443.32493421214,0.083447446,0.512852657,0.282974164342,
TRAF1,24,17820.931722003515,40822.144804999516,0.046402619000000006,0.6119474420000001,0.0835320851163,
PPP1CB,22,12882.641548496418,-9095.240483779098,0.108613713,0.619296473,0.0477330099047,
SERPINB9,23,17763.19790021418,360277.0779432939,0.03086004,0.25824723899999996,0.200026195248,
RBM7,23,32985.51905203562,554.4837318973931,0.141804454,0.7128895940000001,1.76149889827e-05,
9430076C15RIK,23,3772.0896318026134,28493.98350692937,0.108860515,0.551679927,0.260809316716,
H2-Q7,22,16767.48147660545,118971.63248611001,0.082866102,0.571957143,0.276024112682,
MALT1,22,19323.663415701034,19969.44149366374,0.09781456300000001,1.6581993940000002,0.098842309578,
AK217941,20,59589.08788663946,67413.78499693869,0.017857143,0.806921848,0.0133866865312,
KTN1,23,3548.767882307605,16978.421463191993,0.106860119,0.536497214,0.14328190229,
HSPA5,23,89634.37467613776,35231.18541534473,0.22022416600000003,1.921922634,0.0433177781765,
MYD88,24,9705.249950000536,27204.767675578147,0.101661606,0.519888068,0.0861463351947,
TAPBP,18,22606.8579129329,14126.24988477711,0.446563886,1.2682476740000002,0.105000204043,
MKIAA1673,23,2242.123995514111,15341.808100449007,0.059696065,0.760403828,0.314526948347,
IFRD1,24,16533.74473706811,28222.364871295562,0.042758687999999996,0.837907286,0.0660786879226,
CASP1,25,19666.546867797813,53158.37394815169,0.08322219900000001,0.49711125100000003,0.0756922477281,
IFI203,24,5201.601400218515,33251.219461219334,0.028830857,1.238579441,0.500836970996,
IRF1,23,13212.374119451197,104847.76409454424,0.068601929,0.900797539,0.378890915219,
TNFRSF1B,23,10510.262561747677,29682.62366987305,0.142364698,1.169175867,0.251364162405,
A130040M12RIK,21,14985.33718406938,37605.770116694934,0.19696090100000002,1.4320024919999998,0.302243742732,
PNP,25,10557.018749549105,55726.84737271538,0.172284885,1.628692565,0.425384277206,
SP140,23,3230.9299000129176,61483.75921237317,0.19647666600000002,1.653042532,0.497276225144,
BHLHE40,24,38470.19402564341,3326.4285871737534,0.10932357599999999,1.251365847,0.00172640180022,
CXCL16,27,124254.77518343707,70643.5902701319,0.237285568,1.770082339,0.0616379449383,
MAP2K1,25,6520.511113631255,7275.40456200249,0.072967612,0.729733558,0.045057507551,
RASGEF1B,22,5951.066130235933,33491.64583519107,0.015759908,0.46618669,0.178245116373,
CDKN1A,24,87150.37750487712,70692.06308678535,0.308575761,1.859803705,0.0923713868325,
SGK1,22,46009.53209942175,171602.2967971974,0.106505766,0.8266914809999999,0.488823525273,
OAS1A,21,11992.625637013689,37502.90144975986,0.031117866,1.045603256,0.278173046416,
SQSTM1,22,264290.87484402594,230648.86662035924,0.158415353,1.988080695,0.167659875162,
RNF19B,23,6148.568007206533,17628.439286365792,0.118018939,0.674038205,0.104101165285,
SLC7A11,23,55088.081455190375,-7987.5826903023435,0.43320593799999996,3.857267029,0.0347185054563,
CD83,21,32501.036666776992,356155.66891986586,0.046016057,0.42434613600000004,0.236746759072,
SAMSN1,24,36278.1992360453,311451.5035515097,0.04812604,0.8783843159999999,0.30798688425,
MED21,23,21886.31989990322,2793.5458505263846,0.089821796,0.275012694,0.000133850603205,
HK2,23,15823.462526174733,-522.7105410587797,0.04303614,1.17378881,0.000119561080499,
PARP14,24,5538.550259770247,27064.273181649813,0.048728812,1.760509816,0.564241141148,
GM6377,23,2008.9324544176502,13129.370057099337,0.03492429,0.370669676,0.166404542448,
CCL22,22,7127243.738720143,27739159.826214164,0.045348827,0.8609055809999999,0.255394001004,
BTG1,21,1601542.2173969974,-67192.04774593152,0.118686739,7.795340777000001,0.0268725934065,
PDPN,22,47855.282725211015,68840.21223349795,0.033881575,0.659539023,0.0794926207876,
SOD2,23,18869.73918085532,15559.699605115598,0.202125241,2.7977390719999997,0.202840631162,
MNDAL,25,28928.64246432008,90843.78276491743,0.075555862,1.4215429519999998,0.417581303025,
CXCL2,25,524885.1492291336,832745.8761801495,0.029267902000000002,2.092847215,0.217584334359,
PELI1,24,2247.6155665850074,10349.984920874489,0.056159762,1.158893288,0.372350647461,
NCK1,26,14634.463695152546,24103.29009301293,0.056763432,0.612849996,0.0452012392711,
GADD45B,24,6325.042872414859,35070.380016762596,0.062048214000000004,1.5975323830000001,0.49800894159,
PSME2,22,646825.210951249,77600.85387663737,0.328212144,2.24871343,0.0126765793232,
CD14,23,225976.55154933687,773172.1876617606,0.161612686,1.865291715,0.13270920219,
LGALS3BP,25,12089.073102109058,63120.351174959265,0.067431352,1.082675465,0.323456267916,
CLEC4D,22,135083.8953471855,-22092.513515660128,0.144403463,0.8952408690000001,0.00249413683154,
SNX10,23,51453.324563357644,-15923.9405381194,0.220062024,1.6985894480000001,0.0460624768918,
BTG2,21,11351.842223403048,8815.450382048277,0.031775687000000004,0.748933544,0.018769405764,
NFKB1,23,22280.90074278082,24459.60790746643,0.111684067,1.250155785,0.122177034873,
PSMB9,23,33640.98978219624,33112.903380633834,0.125496531,0.698466138,0.0588164593639,
RNASET2A,24,22974.41534732134,69358.75856838717,0.067277894,0.821427723,0.215078797112,
P2RY14,23,41156.67737657056,17026.907161770512,0.10894145599999999,0.773930515,0.00810548093056,
RNF114,22,15884.892411283228,86429.33539636919,0.099348986,0.6655678279999999,0.302758004871,
TMEM219,26,46037.70180584512,-29593.62353230623,0.10891758,0.66255773,0.0450740495052,
LY6C2,24,-3819.889104700531,620397.924584646,0.012174659,0.141437927,0.284540393043,
IL12B,21,-238261.97997872112,11175100.841158127,0.010638298000000001,0.535818311,0.767746002789,
F10,24,67482.74488572172,26293.796981374904,0.066205562,0.6502536529999999,0.00665572649941,
CASP7,23,33376.928428379644,-77728.4807175234,0.061775618,0.338890246,0.191094118954,
MDM2,25,23742.028641017787,29854.65186131673,0.105455286,0.59369256,0.0452814900688,
KLF6,24,43688.313389922296,-7001.087399398317,0.410329909,1.8946576430000002,0.0157641562388,
NUPR1,22,64145.618907181284,614602.8730438952,0.057182087,0.5359326320000001,0.217758386979,
CASP11,24,11803.510830335123,119039.32190138694,0.056714439000000005,0.8354011159999999,0.394202420816,
2810474O19RIK,24,7218.749791304046,8037.0462602536945,0.25795134399999997,1.784913205,0.11351092078,
HCK,25,6296.639452424725,19338.613392314433,0.043236332999999995,0.53788835,0.14352361987,
RAB8B,25,56832.49240640902,903.2126628429509,0.322716738,2.311553466,0.000195957040126,
BCL2A1D,24,1062520.657588784,-2865.096323959732,0.27856954100000003,4.738467026,3.58402556724e-05,
STXBP3A,24,15834.373613686119,13987.304598031655,0.164165291,0.90244837,0.0407275200551,
PFKP,22,9468.477844470686,15131.411555713943,0.10820915099999999,0.92069025,0.173614618645,
TANK,23,70978.27504228229,38935.42483906144,0.194914788,1.027077571,0.0413808440714,
TGIF1,24,30087.957380795295,11178.547807853463,0.057477728,0.758801975,0.00777155321812,
PPP1R15A,23,17936.23723249727,22902.1250299372,0.059619538,0.561958796,0.0356531013421,
SEPW1,23,95535.67408108711,-31983.4150698908,0.340936604,1.434454294,0.122805577227,
PLAUR,24,109561.91066158675,81752.8313402002,0.096039475,1.0623853779999999,0.0605398744363,
H2-M2,24,1230171.1465442288,1526695.1812103156,0.021372214,1.194809098,0.150860425327,
BATF,22,2337.9960451715433,105047.73836355614,0.026691467000000003,0.362922385,0.435282399183,
NUP62-IL4I1,23,28506.51756039875,202945.17910616516,0.025292848,0.48782517700000005,0.407279282533,
TNFAIP2,25,94332.99518259273,30697.551812076854,0.100305282,2.347944159,0.033307922475,
FNDC3A,23,12512.496115409342,-2997.018350618897,0.13480556800000001,0.929105702,0.00498406511331,
TREX1,24,49028.60969901623,171238.21898044716,0.045539718,1.5144215,0.608697017846,
RAB9,24,21733.85268001271,-6501.59720017268,0.14004168,0.669369425,0.0053693262789,
BCL2A1A,25,525949.3306263124,55350.991205943465,0.30599167899999996,4.404247123,0.0219279892077,
PDE4B,22,9710.131028455437,796.4421681114009,0.057919029000000004,0.771002863,0.000561754760612,
PIK3R5,20,16731.866220144508,-8888.87266832481,0.165419221,0.727084634,0.0946732522324,
RND3,25,3233.398350236157,8438.781119660622,0.035249566,0.653095936,0.09550121364,
CD44,23,55844.993949425996,4902.77357819217,0.215877417,2.042216709,0.00638638216165,
AK172683,25,1258.1800562116873,7390.76727644901,0.045904111,1.0446530509999998,0.396899202123,
ARL5C,25,21983.480894669392,-4661.833878206925,0.020859874,0.738928143,0.00296980901753,
IER3,23,12989.803968559392,35671.66042153776,0.016207164,0.46112736,0.0929024188036,
GTF2B,24,33307.510537720154,18741.173983361095,0.108829971,0.95388662,0.0371799317861,
ANXA7,23,21894.91802383758,-9165.512454080314,0.118687542,0.7135303059999999,0.0401420453319,
TXNRD1,23,12932.303299887559,3155.348923416223,0.158951365,2.706062024,0.0412530789927,
HIF1A,22,9437.701780319201,-2610.8743556710965,0.142071162,1.354760584,0.0510267949686,
MARCKSL1,24,23428.56471129602,76951.46872679405,0.041665941,1.112788359,0.241852000877,
PLK2,24,20907.983112560032,28248.19367058497,0.059029585,1.467458718,0.252859405955,
CFLAR,24,18386.496690730226,14755.538203223581,0.069047021,2.679750819,0.215455494921,
G530011O06RIK,23,9024.898904741063,53655.68789660665,0.040772697000000004,0.494012967,0.134797757519,
B3GNT2,24,15339.553325307923,-10550.499222644683,0.078308277,0.935408688,0.039013671085,
MTPN,24,34050.86844245519,10294.52610965662,0.37297954,2.168105871,0.0277909504171,
PSMB10,23,42071.589358704914,-15402.528433472726,0.15002679900000002,1.112948323,0.0349664322996,
PTPRE,23,12799.884958385557,-9861.368685875517,0.05509129,0.8758335840000001,0.114983203174,
MKIAA0694,24,17799.65766923109,-2358.7570573373987,0.117806275,0.659956356,0.00183122238143,
OLR1,26,1513.353823237212,44302.15999694568,0.026456691,0.5147104779999999,0.359165904963,
CCNL1,25,22814.09553497735,-4394.833184092176,0.163855627,0.9413900890000001,0.00620883906373,
AA467197,26,876738.8619425567,650177.190636148,0.235328708,3.209388541,0.0842176693749,
DNAJB6,25,55552.69198766186,-34727.379291812256,0.18376716899999998,1.323978247,0.228207253316,
EHD1,25,9769.377347877518,2402.5515757527855,0.142324578,1.563748771,0.0183140341745,
H3F3B,20,742481.176655406,-115509.62696154088,0.652774545,2.5945189180000003,0.136154434882,
SLC15A3,22,74311.43751427972,-29572.428709124477,0.24266520800000002,1.655420171,0.228762807539,
NFKBIB,23,10552.151225578133,25060.441684593065,0.07952522,0.798898655,0.116152487008,
JAK2,23,24506.90838930149,-11536.198254180545,0.135721985,1.1075415259999999,0.086912015572,
PLEK,23,132561.83039807447,41874.592834959716,0.242134557,3.6831084389999997,0.127584813358,
RAP1B,24,76960.71981371086,2856.3328838672574,0.344817404,1.96178023,0.00099570596692,
