,Gene,Condition,Len,Mean,Var,Std,Noise,Burst Size,Frequency,CV2,CMap
13791,1810029B16RIK,Tnfr_KO_LPS_4h,96,120.1609052,99562.68515,315.5355529,2.625941877,828.5780221,0.145020628,6.895570742,
13784,1810029B16RIK,tr4_t2,72,141.190079,65040.89324,255.0311613,1.806296612,460.6619227,0.306493921,3.262707451,
13781,1810029B16RIK,PIC_4h,90,141.3072153,66074.99686,257.0505726,1.819090214,467.598181,0.302197958,3.309089206,
13794,1810029B16RIK,ifnr_t275,61,147.6354952,52768.80339,229.7146129,1.555957886,357.4262634,0.413051615,2.421004942,
13792,1810029B16RIK,gpc_t4,56,151.9645106,148110.4784,384.8512418,2.532507361,974.638603,0.15591883,6.413593535,
13793,1810029B16RIK,hero_t0,38,160.3438116,23217.03482,152.3713714,0.95027909,144.7953282,1.107382493,0.90303035,
13776,1810029B16RIK,PAM_2h,96,176.6918074,82205.39974,286.7148405,1.622683274,465.247376,0.379780342,2.633101007,
13798,1810029B16RIK,Unstimulated_Replicate,96,189.2331182,100774.6929,317.4502998,1.677562062,532.5425795,0.355338945,2.814214471,
13789,1810029B16RIK,IFNB_2h,94,207.8690525,95083.20112,308.3556406,1.483412932,457.4187449,0.454439296,2.200513926,
13773,1810029B16RIK,LPS_4h,95,214.6053249,222314.867,471.5027752,2.19706932,1035.924282,0.207163138,4.827113596,
13777,1810029B16RIK,PAM_4h,85,227.1804907,142862.0714,377.9709928,1.663747585,628.8483265,0.361264364,2.768056028,
13788,1810029B16RIK,Ifnar1_KO_LPS_4h,96,248.2110808,155407.2989,394.2173245,1.588234188,626.1094323,0.396434023,2.522487836,
13778,1810029B16RIK,PAM_6h,64,285.9869054,182099.1577,426.7307789,1.492133978,636.7394948,0.449142715,2.226463809,
13782,1810029B16RIK,PIC_6h,96,331.2336918,306083.701,553.2483176,1.670265832,924.0717613,0.358450183,2.789787948,
13799,1810029B16RIK,LPS_4h_Replicate,96,375.1240202,331409.0174,575.6813506,1.53464273,883.4651997,0.424605316,2.35512831,
4487,2010106G01RIK,On_Chip_Stimulation_LPS_4h,90,12.1792262,299.0555532,17.29322275,1.41989503,24.55456104,0.496006676,2.016101896,
4493,2010106G01RIK,hero_t0,38,17.82406587,615.8458602,24.81624186,1.392288496,34.55136806,0.515871494,1.938467256,
4498,2010106G01RIK,Unstimulated_Replicate,96,20.70851768,1777.755355,42.16343623,2.036043182,85.84657688,0.241227064,4.14547184,
4479,2010106G01RIK,PIC_1h,96,25.97540324,2253.757004,47.47375068,1.827642491,86.76504397,0.299376362,3.340277076,
4494,2010106G01RIK,ifnr_t275,61,29.57249744,3009.663762,54.8604025,1.855115639,101.7723907,0.290574853,3.441454036,
4471,2010106G01RIK,LPS_1h,96,30.27372524,1728.986362,41.58108178,1.373503969,57.11178087,0.530078467,1.886513153,
4475,2010106G01RIK,PAM_1h,96,31.65848413,1434.812252,37.87891566,1.196485451,45.32157149,0.69853015,1.431577435,
4488,2010106G01RIK,Ifnar1_KO_LPS_4h,96,34.58871818,3167.114342,56.27712095,1.627036904,91.56495264,0.377750626,2.647249088,
4476,2010106G01RIK,PAM_2h,96,38.04600807,3390.160466,58.22508451,1.530386168,89.10686397,0.426970565,2.342081824,
4483,2010106G01RIK,tr3_t2,52,40.37304462,4120.450441,64.19073485,1.589940404,102.0594429,0.395583627,2.527910487,
4484,2010106G01RIK,tr4_t2,72,42.84900239,3392.867002,58.24832188,1.359385718,79.18193686,0.541146177,1.84792953,
4490,2010106G01RIK,Stat1_KO_LPS_4h,94,44.49573802,5694.236191,75.46016294,1.695896423,127.9726204,0.347697327,2.876064677,
4470,2010106G01RIK,Unstimulated,96,45.31589196,4620.487458,67.97416758,1.500007274,101.9617458,0.444440134,2.250021823,
4472,2010106G01RIK,LPS_2h,96,48.03227301,5163.332455,71.85633204,1.496001075,107.49715,0.446823688,2.238019216,
4478,2010106G01RIK,PAM_6h,64,49.36986337,4329.184829,65.79654116,1.332726823,87.68881527,0.563012092,1.776160785,
4482,2010106G01RIK,PIC_6h,96,52.53106105,6972.146654,83.49938116,1.589523978,132.7242685,0.395790925,2.526586478,
4489,2010106G01RIK,IFNB_2h,94,55.99529019,5025.980244,70.89414816,1.266073413,89.75719613,0.623852934,1.602941887,
4485,2010106G01RIK,tr1_t4,81,56.05762945,6644.226643,81.51212574,1.454077287,118.5249307,0.47296066,2.114340757,
4492,2010106G01RIK,gpc_t4,56,56.51967044,6854.446272,82.79158334,1.464827779,121.2754112,0.46604394,2.145720423,
4486,2010106G01RIK,tr2_t4,56,56.56053526,7302.817774,85.45652564,1.510886084,129.1150754,0.438062984,2.282776759,
4496,2010106G01RIK,gpb_t4,53,57.43837347,3047.559993,55.20470988,0.961111998,53.057909,1.082560066,0.923736272,
4495,2010106G01RIK,gpa_t4,46,57.80172904,2980.968464,54.59824598,0.944578076,51.57230612,1.120790079,0.892227741,
4477,2010106G01RIK,PAM_4h,85,58.24468963,7499.811112,86.60144983,1.486855718,128.7638609,0.452337242,2.210739926,
4473,2010106G01RIK,LPS_4h,95,63.68162119,4373.166333,66.1299201,1.038445926,68.67234613,0.927325551,1.078369942,
17665,2310004I24RIK,gpa_t4,46,1.147287691,11.49667324,3.390674452,2.955382926,10.02074138,0.114491298,8.73428824,
17651,2310004I24RIK,PIC_4h,90,3.336209542,202.8841111,14.24373937,4.269437872,60.8127603,0.054860354,18.22809975,
17661,2310004I24RIK,Tnfr_KO_LPS_4h,96,4.048556674,151.9199414,12.32558077,3.044438244,37.52446949,0.10789111,9.268604223,
17663,2310004I24RIK,hero_t0,38,6.070775467,333.4271722,18.25998829,3.007851038,54.92332472,0.110531828,9.047167865,
17654,2310004I24RIK,tr4_t2,72,6.756698365,987.5971908,31.4260591,4.651096942,146.1656474,0.046226309,21.63270277,
17649,2310004I24RIK,PIC_1h,96,6.85854307,861.6115267,29.35322004,4.279803996,125.6260284,0.054594921,18.31672225,
17653,2310004I24RIK,tr3_t2,52,7.037787905,881.8216636,29.69548221,4.219434091,125.29813,0.05616834,17.80362404,
17652,2310004I24RIK,PIC_6h,96,8.256421252,1838.929938,42.88274639,5.193866093,222.7272424,0.037069651,26.97624499,
17657,2310004I24RIK,On_Chip_Stimulation_LPS_4h,90,11.13127197,1360.73331,36.88811882,3.313917667,122.2441887,0.091057678,10.9820503,
17662,2310004I24RIK,gpc_t4,56,11.35212773,2998.513806,54.75868703,4.823649656,264.1367219,0.042978226,23.26759601,
17641,2310004I24RIK,LPS_1h,96,11.57285138,1440.636785,37.95572137,3.279720797,124.4841688,0.092966451,10.75656851,
17659,2310004I24RIK,IFNB_2h,94,11.87933131,2338.821556,48.36136429,4.071051057,196.8815832,0.060337443,16.57345671,
17648,2310004I24RIK,PAM_6h,64,12.16395822,2985.318406,54.63806737,4.491799987,245.4232703,0.049563182,20.17626713,
17645,2310004I24RIK,PAM_1h,96,14.47280294,1246.565477,35.30673416,2.439522897,86.13158641,0.168031306,5.951271965,
17660,2310004I24RIK,Stat1_KO_LPS_4h,94,15.1495326,12340.99424,111.0900277,7.332901326,814.6122111,0.018597232,53.77144185,
17642,2310004I24RIK,LPS_2h,96,15.40344711,3149.930615,56.12424267,3.643615761,204.4951752,0.075324257,13.27593581,
17668,2310004I24RIK,Unstimulated_Replicate,96,16.12549595,6521.665078,80.75682682,5.008021277,404.431907,0.039871968,25.08027711,
17664,2310004I24RIK,ifnr_t275,61,16.89471967,10334.99163,101.6611609,6.017333394,611.7290982,0.027617976,36.20830117,
17666,2310004I24RIK,gpb_t4,53,18.78213617,5651.433185,75.17601469,4.002527402,300.8940588,0.062421093,16.02022561,
17658,2310004I24RIK,Ifnar1_KO_LPS_4h,96,19.54689574,10966.59796,104.7215258,5.357450472,561.0403877,0.034840443,28.70227556,
17647,2310004I24RIK,PAM_4h,85,23.93858295,7693.915062,87.71496487,3.664166966,321.4022767,0.074481684,13.42611956,
17640,2310004I24RIK,Unstimulated,96,24.53484202,6291.873689,79.32133187,3.233007647,256.4464725,0.095672371,10.45233844,
17644,2310004I24RIK,LPS_6h,96,26.98329,5066.163852,71.17698962,2.637817317,187.7518958,0.143717803,6.958080198,
17656,2310004I24RIK,tr2_t4,56,34.27488949,18787.82423,137.0686843,3.999099236,548.1512708,0.062528158,15.9927947,
17669,2310004I24RIK,LPS_4h_Replicate,96,34.40112437,8328.216676,91.25906353,2.652793047,242.0914092,0.142099732,7.037310948,
17646,2310004I24RIK,PAM_2h,96,37.0109001,12428.48654,111.4831222,3.01216998,335.806114,0.110215087,9.073167987,
17655,2310004I24RIK,tr1_t4,81,41.5116151,23209.84173,152.3477657,3.670003332,559.1168079,0.074244978,13.46892446,
10418,2310016C08RIK,PAM_6h,64,0.252368551,2.640582298,1.624986861,6.43894359,10.46319873,0.024119637,41.45999456,
10421,2310016C08RIK,PIC_4h,90,5.823527286,737.9305504,27.16487715,4.664677576,126.7153933,0.045957536,21.75921689,
10422,2310016C08RIK,PIC_6h,96,9.666339456,8970.059375,94.71039739,9.797958971,927.9685878,0.010416667,96,
10416,2310016C08RIK,PAM_2h,96,9.770761777,1911.314462,43.71858257,4.474429279,195.6157059,0.049948759,20.02051737,
10429,2310016C08RIK,IFNB_2h,94,23.46866731,10321.35832,101.5940861,4.328924379,439.7931158,0.053362971,18.73958628,
10417,2310016C08RIK,PAM_4h,85,28.3458342,18477.46352,135.9318341,4.795478347,651.8581671,0.043484665,22.99661257,
10426,2310016C08RIK,tr2_t4,56,43.27212589,28247.03627,168.0685463,3.883990973,652.7767169,0.066289322,15.08538588,
10438,2310016C08RIK,Unstimulated_Replicate,96,60.52339729,56584.64848,237.8752793,3.930302824,934.9218817,0.064736315,15.44728028,
