gene,N,intercept,slope,min x,max x,R2,
CD69,21,-703.034885413,-316.525409645,5.141685683,514.8683992,0.684395885212,
LGALS9,23,-354.730743144,-165.791904325,33.20707303,476.0952441,0.499703768161,
IFI27L2A,23,-204.68573854,-217.056915882,5.308651779,1004.50122,0.55715725546,
IFI47,24,67.8852866963,-79.6353242807,0.295931186,1099.375838,0.678027658509,
CLU,23,-1273.18540817,-889.141856768,1.183422397,483.7459139,0.758993683556,
2310016C08RIK,23,178.577704414,-129.637848468,0.252368551,588.1602323,0.332524644593,
KPNA3,25,-65.4312737664,-50.2156511907,13.23981411,140.8698175,0.527773333627,
GLIPR2,22,-595.621103742,-293.651765028,7.596182046,473.0906294,0.54926192278,
XAF1,26,41.3976683605,-44.2557310508,0.162707889,266.0627397,0.525702577366,
SLC7A2,23,-106.15643708,-67.98514304,6.144518655,205.9895384,0.649666338965,
PROCR,24,73.177608655,-96.9979507919,0.716447118,268.6431817,0.393990346372,
PRPF38A,22,-482.551703747,-210.115899048,18.9527934,128.4688217,0.609566343821,
1810029B16RIK,20,-786.670409929,-255.346559179,38.37154043,375.1240202,0.677196870123,
CCRL2,23,-26.654263323,-83.9800898341,18.99761254,429.1907805,0.29472697666,
GBP2,23,-436.268835387,-167.774652981,19.67190494,797.1802894,0.76112210028,
DUSP1,21,-123.40302778,-90.5815230745,18.59320054,198.5412739,0.441349554368,
PTX3,20,-24.0052796974,-166.590663352,0.71606738,208.9355775,0.687958017877,
BST2,22,-44.8361647815,-77.6879464885,1.230617662,131.5686717,0.63666155856,
RAB32,22,-55.2713729324,-88.5791546577,18.63756735,330.0754883,0.358281913194,
CLEC4E,22,-299.709744193,-181.297245203,8.82164666,863.9817056,0.659312657816,
BLNK,24,-118.541176786,-100.448868517,10.71574522,283.9114101,0.412111099298,
SP100,24,-81.9112323116,-92.4097428371,27.08179924,296.8851179,0.257801687273,
STAT2,24,-1.69249595784,-43.5265960986,4.530769908,155.802328,0.445241376205,
CD200,26,-311.056464238,-170.582804363,12.3853404,259.2097704,0.534079275929,
PARP9,21,51.1849868024,-27.4862470922,3.05072698,118.8738403,0.400870835632,
PRDX1,23,-17600.3050619,-2558.39732169,1642.154833,14378.82509,0.574991348565,
MMP13,24,-102.265487627,-220.376338094,0.961372489,124.898764,0.628339023792,
CD274,22,83.0689419376,-37.4035373766,46.72896955,426.919977,0.164204441035,
AI607873,22,-36.0508617328,-110.228587724,14.16483496,296.8929208,0.213989165612,
PMP22,25,-356.418566454,-188.743139464,24.61804512,347.6847018,0.363294052967,
CD47,22,-348.689693594,-118.07605338,73.41475007,387.1633643,0.519401658128,
ZBP1,23,100.463429177,-65.588901762,0.35129715,215.1624119,0.302588188228,
PHF11,25,84.4768220012,-55.8165645846,0.030980792,172.103085,0.626499406508,
TOR3A,24,35.2597547707,-28.3048179126,4.781655259,143.0419697,0.482497087651,
IFI35,23,148.944051112,-25.0544037828,5.834738748,196.0316418,0.079885436328,
LCP2,23,-21.7899624427,-48.3165384029,11.37193563,133.1523026,0.306630574701,
SBDS,23,-165.433874334,-90.8003011506,42.67231245,385.1355121,0.459448782596,
IFITM3,23,-66.9317225521,-217.1199241,11.92920765,1889.942744,0.316848047709,
DTX3L,23,22.9556725508,-20.3716570954,3.862939129,120.2469435,0.221056140666,
IL6,26,358.295200572,-187.819354842,0.002664906,1803.587164,0.58186765831,
FPR1,23,217.075530245,-115.614875353,0.054223794,175.3855833,0.471205125301,
AY096003,26,-7.15509712572,-87.2446897304,8.633665531,350.4414189,0.355412049436,
SAA3,25,-1265.55180266,-691.193064079,1.448067041,523.3125565,0.665486746273,
FOS,22,-178.659079358,-167.87510123,1.160662661,108.9820412,0.622366397281,
ZUFSP,24,55.9866432794,-44.4938936006,2.897156583,153.5986378,0.220560233838,
EPSTI1,20,-157.872869444,-133.559169941,2.726150363,110.6142397,0.694389483569,
PDZK1IP1,22,-172.453991739,-144.965231567,15.75611817,161.405209,0.437101501933,
MCA32,22,-303.153892082,-182.625202176,8.46111179,227.0410984,0.617650348304,
NFKBIA,26,-519.166318527,-181.904168709,28.1730164,1871.967637,0.578777899045,
H2-T10,22,-235.652251653,-140.892836667,20.49544189,291.7956372,0.495237981946,
IFNB1,14,86.8249337096,-210.744549382,0.599269648,76.96046894,0.454648106276,
IFIH1,24,72.6864295604,-27.6303679076,1.815977982,334.3875994,0.433672031119,
AK052414,24,2.26592565499,-83.7043209117,2.857546993,129.0290174,0.487758538657,
MT2,23,-105.125890734,-110.758623341,3.154998079,472.8567089,0.526829234896,
CLIC4,21,-108.186651879,-58.0793742522,41.70597004,296.6420741,0.332366160881,
ARF4,23,-434.105946336,-140.656254024,92.87507665,391.8632104,0.422665413689,
ETV3,24,-372.664010817,-143.256090452,13.37903894,198.104593,0.574352812682,
SERPINB6B,19,-566.29063482,-361.277575641,7.569041255,147.0289383,0.697527853008,
RNASET2B,24,-1209.7009931,-328.333871531,38.98821259,388.5593127,0.586373034727,
KTELC1,23,-14.3981993512,-87.5102271496,0.846307432,146.8727889,0.531894731975,
IL7R,25,-49.776603271,-70.4478889457,20.64815773,188.8538356,0.190537601693,
LAP3,23,-46.7171574375,-57.4054988805,8.042536759,105.6338611,0.380417011919,
FPR2,24,-33.4658327001,-121.071384855,1.225144602,351.7713671,0.4515005817,
TNIP3,20,-606.869779001,-185.345596829,71.09435593,295.5419238,0.642190671296,
NCOA7,22,-213.141788459,-121.70106625,2.81501397,115.0429562,0.517177115344,
TNFAIP3,25,76.2657858318,-24.5646970756,6.494521811,236.9251695,0.0834287507803,
ELL2,24,-33.7055089224,-47.9472803372,8.791603958,104.4312538,0.367326916661,
PTTG1,22,73.1982698535,-46.1147025334,15.15677664,358.3781253,0.190369828255,
MX1,25,-187.168813806,-189.668923084,1.253345734,1289.977431,0.473607037086,
RILPL2,24,-128.949938846,-100.762309865,21.14815743,276.007845,0.310023150044,
CCL5,24,6016.30823962,-811.182090529,85.2623608,36228.80784,0.0288834899424,
CAR2,23,-260.029742178,-250.071938046,4.3745022,180.7125929,0.388026909971,
TNF,23,-412.031996152,-253.866836748,7.80356661,1118.170156,0.697000848465,
SWAP70,21,22.2988960287,-59.1896959651,10.34870316,100.5991945,0.213621537088,
IRF8,21,-159.443442648,-119.37019636,6.036816109,180.6734292,0.622038453642,
TRAF1,23,-99.8632895361,-103.081184985,3.667341606,195.8524829,0.449021742882,
PPP1CB,20,-326.35754809,-120.633493546,21.62801838,129.437785,0.546117874171,
SERPINB9,23,-138.309127568,-203.690450392,0.809787874,182.1440782,0.514766637663,
RBM7,21,-357.874427787,-149.390693273,42.31655679,212.2646558,0.373555100135,
9430076C15RIK,22,12.8911342576,-45.3769803133,9.168059034,129.5490014,0.211520169784,
H2-Q7,23,-268.980922192,-148.21801686,9.755898666,242.2620781,0.625447185335,
MALT1,20,-76.4842021218,-65.868022314,32.61070913,244.9694756,0.329907164597,
AK217941,19,-179.54707482,-197.386237249,0.816384565,279.0544763,0.616034520087,
KTN1,24,-64.5936870394,-65.2921572538,7.380426176,114.3007168,0.391248800706,
HSPA5,23,-335.426299297,-131.887834857,123.882337,641.2346215,0.316707360184,
MYD88,23,-154.495238075,-97.9359203813,8.73554278,171.2123182,0.443074126913,
TAPBP,20,-172.086123539,-73.2347514603,24.40501219,274.5723972,0.479902173378,
MKIAA1673,25,9.61966960771,-41.2763463932,5.513974481,108.7249897,0.228640651206,
IFRD1,20,133.405390041,-41.4457330793,13.57050626,204.7831004,0.0859527666727,
CASP1,24,-456.716647841,-186.072822289,34.67988036,200.8684303,0.400256596088,
IFI203,25,5.09628187191,-48.8263588867,7.858284383,227.3443242,0.300767699126,
IRF1,23,-10.2053932041,-79.0988707976,2.859583836,312.4415865,0.377821505004,
TNFRSF1B,24,-231.774652332,-93.7404758166,36.78367614,288.3277288,0.414542113274,
A130040M12RIK,23,20.92256551,-47.6964635686,39.70640877,349.7800197,0.136809458511,
PNP,24,-45.3712133441,-57.6254389933,32.04943129,450.6589159,0.302606710218,
SP140,24,-117.306399134,-74.4314640733,27.97084275,476.1354335,0.40881962353,
BHLHE40,23,-24.4128922155,-78.4316622997,35.46205608,285.2081199,0.198863145048,
CXCL16,24,-442.937493943,-154.089763339,65.36704515,686.4469125,0.484403956925,
MAP2K1,24,-82.2552670904,-71.9622604697,8.370623148,115.703811,0.44945167441,
RASGEF1B,22,-108.156406088,-90.9284860451,8.972698711,113.6999614,0.374301680179,
CDKN1A,23,-761.105630409,-204.001501981,78.15019101,753.5442568,0.483097536947,
SGK1,20,701.512286349,31.5622089544,67.50122169,422.1763294,0.0241783706877,
OAS1A,22,-63.9780231228,-81.1236499521,4.797337565,265.5731252,0.42557428672,
SQSTM1,23,-152.932194602,-145.547772092,117.1580775,1170.392984,0.183943820398,
RNF19B,24,-152.264402298,-84.6247091679,15.38339102,127.4720585,0.491586966366,
SLC7A11,23,-587.278707376,-158.378250657,53.84383358,399.1944563,0.609168908433,
CD83,22,-229.786657445,-207.792963151,3.580232215,343.40274,0.549206041189,
SAMSN1,26,-367.552889879,-186.421476206,26.56185184,556.5760669,0.434693881361,
MED21,22,-615.751143626,-248.112006842,26.30097569,90.31276736,0.510242482842,
HK2,24,-126.59552928,-82.7998401508,10.70815459,203.9101922,0.363647186669,
PARP14,26,6.73960949586,-46.1501798347,3.832492421,280.6774234,0.435660112659,
GM6377,23,15.552980649,-47.8066959686,1.694857543,102.6444439,0.330610302938,
CCL22,21,-5229.57524547,-1786.37188876,15.42650766,4302.820926,0.593808492758,
BTG1,22,530.717242841,-53.6016518866,645.603831,3860.74923,0.0051451642001,
PDPN,24,-131.526273503,-160.901442562,9.094252871,391.616534,0.169211503601,
SOD2,22,-158.445252568,-71.7361757925,31.74647154,444.6192375,0.478689707599,
MNDAL,24,-1.03343771319,-74.3095848905,19.23390305,485.272067,0.221475808156,
CXCL2,25,-11.0504341648,-230.551074119,35.0605993,2453.064254,0.20416022371,
PELI1,26,-28.5465138528,-40.9205520569,3.663753474,120.2340486,0.441889990414,
NCK1,27,-159.026415756,-110.141021153,17.64549912,126.3006636,0.338107151948,
GADD45B,24,-23.8357799354,-49.5450485393,8.320441544,293.907564,0.391851433028,
PSME2,25,-1284.9180122,-313.042642323,172.8167773,1525.938294,0.338879004884,
CD14,24,-1831.81560688,-460.3343475,58.24739385,2054.891896,0.460390058332,
LGALS3BP,26,61.4417385577,-51.2455616134,12.44831419,301.0709388,0.112270467207,
CLEC4D,23,-1200.05444143,-328.333333599,59.08861713,453.4154465,0.418077806289,
SNX10,23,-393.430942489,-133.577904297,40.19046883,257.0834975,0.481416309918,
BTG2,20,-32.2025242446,-84.6985656438,5.133185377,123.2589256,0.335113614496,
NFKB1,24,-49.7216900662,-64.9552315683,15.90076256,264.2909023,0.223700115464,
PSMB9,22,-204.567539078,-116.595683535,24.82346993,236.7448003,0.366889992033,
RNASET2A,22,80.5987775615,-52.5044003973,20.13686317,324.7914441,0.118166233336,
P2RY14,22,-553.231246275,-216.067522535,34.66361059,215.8226288,0.451236027917,
RNF114,26,-255.184860641,-144.66171391,13.09589227,216.1174845,0.376290605944,
TMEM219,25,-253.938156417,-133.237634281,34.60751136,228.0386592,0.185948822024,
LY6C2,24,-84.78680262,-228.121191237,0.783189852,130.8473294,0.590316524348,
IL12B,20,-914.152518159,-627.20760802,1.46978326,1714.33592,0.645589005332,
F10,24,-304.383751896,-173.560462028,44.38267599,292.8289276,0.172496351044,
CASP7,22,-578.775937622,-237.080171118,16.68271986,120.2972008,0.327507289515,
MDM2,24,-83.4899833516,-92.8290233479,31.05696343,182.3345391,0.188470674414,
KLF6,24,-177.35210798,-72.7619959102,82.00303131,311.2830952,0.203838729506,
NUPR1,22,-832.718702367,-349.604556314,23.78183363,552.8390059,0.371827002006,
CASP11,25,-35.9337526844,-89.0256544908,9.020057137,396.985878,0.422659517531,
2810474O19RIK,24,-126.407937004,-63.4827373205,19.7829754,205.999925,0.322247362459,
HCK,26,21.1854168511,-51.2804923373,8.230226392,101.003026,0.150554191593,
RAB8B,23,-245.699248848,-90.6388072316,86.17604296,420.2185868,0.248677263841,
BCL2A1D,24,688.560387016,-14.7953416807,305.4748463,2835.777099,0.000814940587291,
STXBP3A,23,-182.360317109,-96.3470187739,19.49679165,175.3852815,0.384133698058,
PFKP,24,-82.7885165753,-66.8183855382,29.42172358,207.1631753,0.223547984823,
TANK,24,-488.30551109,-166.005845071,51.21099208,350.0136063,0.380052140575,
TGIF1,24,-326.572126992,-148.075610134,31.96830806,212.7969425,0.276967075666,
PPP1R15A,22,-129.892666288,-107.111689158,20.80138101,195.0238449,0.256987037236,
SEPW1,22,140.948576114,-29.6957869232,147.4769621,457.2893198,0.0163543153171,
PLAUR,23,126.051694898,-76.5167596373,60.32660606,641.3538788,0.0658201821261,
H2-M2,22,2082.73134838,-17.2877262022,54.82361076,1751.150627,0.000749587204889,
BATF,23,49.3399693439,-92.8795048438,5.976636213,124.3237676,0.367944521617,
NUP62-IL4I1,24,229.001479113,-93.1037745592,0.214756711,248.5634034,0.289110147111,
TNFAIP2,25,-341.088132584,-119.186169353,64.72994951,676.922913,0.288583565884,
FNDC3A,22,-271.610501957,-118.31366376,24.12376065,104.9737596,0.372696281954,
TREX1,26,12.034984002,-94.8690156307,11.83578937,713.8862914,0.219032983502,
RAB9,22,-684.149733287,-240.734983444,26.21540909,141.4568297,0.485705115656,
BCL2A1A,24,-67.3498794956,-101.245724873,211.5560898,1896.055111,0.077715011773,
PDE4B,23,-37.9224191906,-51.4113164979,6.258815319,136.0188038,0.27462961362,
PIK3R5,22,-153.634435261,-71.6459658137,22.15036045,103.6571582,0.498995995384,
RND3,24,16.7191155019,-34.582267877,0.395136232,100.4963135,0.495621273828,
CD44,23,-21.6530417312,-51.3212280573,110.6128635,483.7026749,0.051068897892,
AK172683,25,30.0227834016,-22.8524394429,1.013089573,102.4393781,0.246139799794,
ARL5C,25,-390.782463434,-150.074989045,12.91556676,154.0320911,0.427129984914,
IER3,23,-66.9813631876,-104.877513598,8.503452813,123.4970352,0.270455130642,
GTF2B,22,28.6360557601,-69.3212011282,51.96900076,222.0251541,0.0849501886125,
ANXA7,24,-177.775569719,-89.8828603325,27.39349392,152.4760738,0.235869096286,
TXNRD1,22,46.2483180405,-21.3287935062,20.44121231,221.4372012,0.0898338217725,
HIF1A,21,160.990072384,3.84182428238,24.16872095,102.0738806,0.00172601060494,
MARCKSL1,24,-72.2411484114,-86.7522411013,2.768367722,274.6331924,0.51198445719,
PLK2,23,77.5279187329,-44.173314044,12.48374409,370.0074101,0.102331511141,
CFLAR,25,-35.1559127013,-44.488111756,25.16888324,367.9996991,0.20498515884,
G530011O06RIK,23,-50.6191080695,-90.2072404108,2.49377209,160.9324126,0.419641200937,
B3GNT2,24,-387.434949186,-167.06454544,11.83610278,115.456188,0.408493330476,
MTPN,26,-215.193165355,-84.535543505,73.60843647,394.9920225,0.231160711325,
PSMB10,22,-115.386173614,-89.8294959656,21.71563952,199.5318575,0.114318638621,
PTPRE,24,-109.216861458,-75.2004755817,11.81912388,103.8305497,0.155609749355,
MKIAA0694,23,-72.4830746973,-60.87051864,13.22111924,132.9133413,0.322986128791,
OLR1,25,-29.6667582198,-68.868926097,1.437464602,119.6587006,0.449025489154,
CCNL1,26,17.9455172494,-36.6058152403,34.81023523,184.0811706,0.0576208562774,
AA467197,25,-1875.67592034,-436.580376283,201.1476364,3066.880882,0.320885239953,
DNAJB6,25,-614.342415581,-182.758524666,67.01925862,225.4325542,0.297583123983,
EHD1,24,26.5733992446,-26.1176366643,12.29686862,162.7389206,0.120301585595,
H3F3B,23,-1047.09998059,-241.780053936,268.9212818,1274.95302,0.21568568632,
SLC15A3,23,-289.446872452,-121.192771092,56.79432339,289.1292096,0.209121074937,
NFKBIB,23,46.8645184362,-47.9402000414,19.86549468,159.9869817,0.0740261607045,
JAK2,23,-82.8303499889,-63.4956744979,5.459177294,154.6707127,0.303290559796,
PLEK,24,-48.9685770332,-78.1714964889,61.1543242,1071.466781,0.142486009509,
RAP1B,23,-262.140519144,-106.951053322,118.4477858,417.8632517,0.122738510227,
SLC3A2,24,-65.4323240308,-61.3581036633,76.09824227,294.8035474,0.0518786339843,
PGAP2,24,-131.034152873,-115.017428308,14.28351144,195.8478923,0.217561889715,
ALCAM,24,28.8147789657,-20.4711475192,28.69187084,119.7824323,0.0357284782351,
UBC,25,-3309.74034986,-681.472529805,726.1925574,4214.769926,0.189575387881,
TFG,24,44.2605681771,-46.0038690256,41.08790951,146.0361761,0.044861579612,
PILRA,23,455.633828701,45.2588740534,14.29728346,165.8429929,0.0676753967138,
PSME1,25,-983.467862013,-251.682118725,110.2064625,736.4083473,0.35784123042,
DAB2,23,49.5512495617,-33.4577648332,1.518552138,197.3769294,0.232049221451,
AK142678,23,-131.225995495,-124.978566318,1.026395658,112.3107511,0.125396062062,
PNRC1,22,-149.192255037,-83.2279039435,20.05517702,117.2559217,0.195134063878,
SKIL,21,15.3974625097,-18.6001795102,9.698979213,171.1574448,0.0944758723432,
SAT1,23,-2993.96665225,-572.940229641,666.8999118,1516.455888,0.138076001024,
BCL2A1B,23,2404.7234431,181.680897266,684.8350929,3923.566199,0.0434277275742,
GNA13,26,-12.0318301723,-38.3241452842,34.52747314,154.2450727,0.0621715948447,
NRP2,26,43.0758486557,-26.4161353884,23.84652867,117.4831685,0.0346556122361,
NAMPT,24,-337.985752185,-134.397071289,45.33204815,466.7136742,0.183110779084,
ISG15,23,37.2228724374,-45.0365997121,0.766321541,318.6852605,0.192079254727,
FAM102B,26,108.640459984,-13.0880968284,4.623818839,125.0194896,0.0236389772565,
BCL2A1C,26,102.553124367,-11.2678580963,26.40796406,257.7483481,0.0153236190341,
BIRC6,25,-245.606693911,-118.278098012,13.05525465,178.9289942,0.124927033382,
RGS1,22,3871.84053473,422.01107447,281.5950674,1289.356291,0.158740250926,
