gene,N,intercept,slope,min x,max x,R2,
HERC6,25,0.0178752359047,0.004487222031991935,0.594868334,159.9298028,0.862761677129,
CD86,26,0.106381276769,0.0010991333015050318,13.52820575,517.6581127,0.599195199853,
IGTP,22,0.0173759464461,0.003051354258048687,1.130385469,125.3435321,0.867421983014,
FABP3,25,0.0307677861568,0.000966573560415236,0.091006889,123.3021845,0.693440208474,
AK042010,24,0.036181283947,0.0032363367784092587,6.242138361,142.4083967,0.731516314371,
GBP6,28,0.0701156555062,0.004597946551422766,5.579511151,170.2810589,0.780390812052,
IL1RN,27,0.0908252922852,0.0007992191034280865,73.42574494,2208.966205,0.839171947387,
SERPINB9B,26,0.0263095848409,0.0002036331527456962,0.003194841,137.6685886,0.296778072053,
INSIG1,25,0.406932045817,0.0030741996388296182,14.78947292,149.2858074,0.127973206022,
RTP4,26,0.00579931534202,0.0024533372364098026,0.095205795,529.4798984,0.886297118185,
IL1B,26,0.154088840185,0.00022714076484739795,0.059369373,4491.053955,0.639812484507,
IFI204,29,0.0949457328265,0.0017752907468326668,28.10958668,1202.955587,0.809237941533,
CD69,23,0.110261748852,0.0004595852106608278,5.141685683,584.6387389,0.519278824612,
LGALS9,25,0.111524497082,0.0013565429129970485,33.20707303,476.0952441,0.706189173269,
IFI27L2A,28,0.151902715303,0.0006839654943122937,5.308651779,1004.50122,0.538335167203,
IFI47,27,0.0425331003594,0.001708644070362552,0.295931186,1099.375838,0.867295255123,
CLU,26,0.0210922845868,0.0001752240709282543,1.183422397,483.7459139,0.67028065864,
2310016C08RIK,25,0.0203829505113,0.0012069434032714564,0.252368551,588.1602323,0.798191067487,
KPNA3,27,0.107822419502,0.005397881516045285,13.23981411,140.8698175,0.745832385633,
GLIPR2,24,0.0887721226605,0.0006540034581939821,7.596182046,473.0906294,0.520620780523,
XAF1,27,0.0592540101611,0.0036183992566002476,0.162707889,266.0627397,0.812238785101,
SLC7A2,25,0.189790733442,0.0030177991240432737,6.144518655,205.9895384,0.602418515155,
PROCR,26,0.0558016051132,0.0016000221499587982,0.716447118,268.6431817,0.641010059847,
PRPF38A,24,0.136452865057,0.0006970526660192173,18.9527934,128.4688217,0.062878905203,
1810029B16RIK,24,0.237131618443,0.0006785115648201043,38.37154043,375.1240202,0.0938188910707,
CCRL2,24,0.0736148570941,0.0021668206618273866,18.99761254,429.1907805,0.733925066499,
GBP2,27,0.21030496713,0.0013734666819625843,19.67190494,797.1802894,0.587640272026,
DUSP1,25,0.111014836763,0.0023278752682098095,18.59320054,198.5412739,0.530070819608,
PTX3,22,0.0356431833902,0.0008721794867591262,0.71606738,208.9355775,0.618148108815,
BST2,26,0.081882500802,0.002526848522001538,1.230617662,155.2391613,0.59710439047,
RAB32,26,0.110696378784,0.0019815365158150668,18.63756735,330.0754883,0.635643568516,
CLEC4E,26,0.0990458000989,0.001029955619186213,8.82164666,863.9817056,0.7125891335,
BLNK,26,0.0886041333101,0.002035841268899478,10.71574522,283.9114101,0.733061781609,
SP100,26,0.103605926638,0.002018673673687803,16.72508045,296.8851179,0.607285933592,
STAT2,27,0.0421676263739,0.005151693388671819,4.530769908,155.802328,0.786768986812,
CD200,27,0.0807622488519,0.001396654172111835,12.3853404,259.2097704,0.649385626319,
PARP9,25,0.0208941501805,0.006355910976766652,3.05072698,118.8738403,0.744349695362,
PRDX1,26,0.772953089286,0.0001010789169765066,1642.154833,14378.82509,0.314960752722,
MMP13,25,0.0353103421295,0.0007246940494045125,0.961372489,124.898764,0.416965344316,
CD274,26,0.114677925965,0.003145596795971081,46.72896955,426.919977,0.726730529641,
