gene,N,intercept,slope,min x,max x,R2,
IFI35,13,2243.32714288,247.83374608527828,23.88801393,196.0316418,0.853222945335,
IFI47,12,-5411.85441246,725.8785461737172,7.553241529,653.9394039,0.989285812293,
IFIH1,13,-105.661237384,237.93648612548847,4.827455932,214.9739944,0.911283356748,
IFIT1,11,-2745.25737965,1025.1269771243967,0.324600396,854.0031177,0.98425973167,
IFIT2,14,-7674.51830787,705.9877027501105,0.53139658,864.9219169,0.941780766188,
IFIT3,11,16586.775803,1155.7737605684808,0.140348325,677.5716803,0.930255072546,
IFITM3,14,11441.9688671,1481.5811846625622,53.47073869,1889.942744,0.89888825341,
IGTP,15,-375.721069178,404.55386103146265,1.151377653,148.0747956,0.846459803875,
IL12B,11,-357988.09046,6417.996736875243,15.45819404,427.1536656,0.499485002741,
IL15,12,-2568.04168035,544.7963512265712,12.67529963,326.2696442,0.978080330791,
IL15RA,13,2266.31946658,423.81012772141077,3.678985875,214.9775717,0.808332487039,
IL18,13,473.958839052,465.18517263727296,8.221471652,117.7840924,0.856640427898,
IL1A,13,-267628.985983,3068.5574527952267,25.21125086,1179.319405,0.913305561525,
IL1B,13,-817060.018096,5261.226727677385,37.45345409,4174.899227,0.977115930301,
IL1RN,13,-102691.237672,1404.8164735789087,73.42574494,1285.195784,0.928248583289,
IL6,13,-6831.74305892,2262.545346600756,0.002664906,1655.711927,0.813017913719,
IL7R,15,-6422.21221438,354.57909154535423,20.64815773,188.8538356,0.779760385698,
INHBA,11,-6908.28106956,866.7008262646555,0.022743505,102.7547947,0.902277545362,
INSIG1,12,-5997.96199929,225.23506638338702,31.18270959,149.2858074,0.862459399837,
IRF1,13,-18449.6111398,575.9960099409444,9.891734679,185.2610508,0.704599007807,
IRF7,12,-682.840847471,303.70527573529796,0.025868083,120.0126655,0.980850236692,
IRF8,14,-3734.81732021,407.26209472124856,24.58839698,275.1346113,0.919273232369,
IRG1,13,13605.3363492,1129.1747758409472,2.836097598,1245.373274,0.939794095365,
IRGM1,13,-6336.46531027,461.6459511718911,2.691831883,462.9493287,0.968659826958,
ISG15,13,6595.68881443,399.6340029187933,0.766321541,389.8735204,0.48207193926,
JAK2,13,-3176.51848103,308.4137570288854,29.49204931,134.1614001,0.37815146894,
KLF6,15,-33512.5878397,473.9155272949092,82.00303131,264.7806219,0.589419018581,
KPNA3,13,-1031.00557226,188.24087068235139,13.23981411,140.8698175,0.873003168332,
KTELC1,14,-2324.20652408,411.0132300980064,5.387112813,146.8727889,0.809636891218,
KTN1,14,-4543.01318236,308.02039994961063,16.98488589,114.3007168,0.902084563044,
KYNU,15,-4572.21253409,440.5611336980016,12.80363446,119.5555544,0.819061076286,
LCP2,13,-1718.23335264,228.6354427912104,11.37193563,103.5570479,0.912685932028,
LGALS3BP,13,1860.86826094,329.6616194121114,65.82764169,262.7096185,0.545987131181,
LGALS9,12,-2964.67786917,509.6074802889758,57.96136816,427.8658683,0.824647103251,
LY6C2,11,-43850.8784711,3202.1644479660495,3.031504678,115.9272087,0.951783990213,
MALT1,15,9824.21338834,251.40478320596984,32.61070913,198.0773916,0.150716821365,
MARCKSL1,12,-15207.4047129,660.2692194717337,16.2867025,235.4106597,0.614007519933,
MARCO,12,-4059.22337641,834.7851805993881,0.476946904,120.4098579,0.879719708973,
MCA32,13,2319.69870954,723.2029757929681,18.03739834,224.8620627,0.454124800021,
MDM2,15,-14714.3461861,629.853699221988,31.05696343,142.00747,0.755118394219,
MED21,14,-13378.677642,641.0614812981536,26.30097569,126.8857783,0.763756437704,
MNDAL,13,6573.13623407,382.03431242742005,19.23390305,398.1654794,0.817340028576,
MS4A4C,11,-5210.81228136,1074.9729721258873,0.653113013,163.9834696,0.98875887738,
MS4A6C,13,-5902.07955551,653.3468141059185,8.92307963,331.2883062,0.975963679139,
MS4A6D,12,-156841.201521,1490.4765831184409,96.76594515,784.2367984,0.812402695308,
MT2,13,-2718.00631102,532.9813814237675,3.154998079,184.2557944,0.773280709774,
MTPN,13,-11781.1439381,313.25904892864577,73.60843647,384.1715743,0.888550018266,
MX1,15,93302.3445392,1271.177282250241,21.92993937,1289.977431,0.803043590604,
MX2,14,737.613987938,357.5517121808256,0.040682921,116.0373716,0.72973562904,
MYD88,15,-11015.1714968,548.6935554341021,27.7181649,171.2123182,0.746351245729,
NAMPT,15,-157034.9377,1577.4354890563354,45.33204815,507.2452454,0.531377301326,
NCK1,15,-7777.46979584,455.57154954106977,17.64549912,126.3006636,0.72440024798,
NFKB1,15,-2619.87970679,311.3362383010273,15.90076256,234.5645315,0.693248374956,
NFKBIA,13,-105967.313985,870.9957199823625,178.499853,1149.833623,0.814588388934,
NFKBIZ,13,-3442.96200471,328.8465530325953,0.004788669,204.1150323,0.935739169465,
NMI,12,-2388.59481733,357.3720188869223,5.415643204,131.3692953,0.937350673114,
NRP2,14,-2475.58825404,202.36045309199537,23.84652867,101.889164,0.681284486499,
NT5C3,11,-16515.8284215,746.0689879868914,33.98799758,538.7286893,0.969706878534,
NUDT17,15,-6459.91160944,894.0204996941573,7.97527121,264.1708079,0.732829372427,
NUP62-IL4I1,14,1880.5958654,753.0446917096901,12.48329395,231.693282,0.5929882853,
NUPR1,12,7743.47992427,910.940891554777,23.78183363,300.2624337,0.466420693501,
OAS1A,11,-5388.97323885,464.7886000186438,13.35641074,258.3030222,0.883326650754,
OASL1,11,-1877.95011326,510.1433562802221,0.326281671,359.9725328,0.93242612089,
OASL2,11,49.3780039307,208.13595103896202,0.852627024,173.8169984,0.851505573456,
P2RY14,13,-16480.6250971,633.225228879004,34.66361059,233.6540698,0.686916949928,
PARP14,14,-2553.73745809,295.05776407672107,3.832492421,227.1724583,0.775042074688,
PCGF5,13,-4051.34530205,417.17493400979123,12.4498758,182.2226687,0.918691774082,
PDE4B,13,6592.07927199,72.43319549760938,38.3037076,103.6007146,0.0504767953311,
PDPN,12,-48782.2610913,1375.2451272721842,30.46874892,226.7024651,0.804767967663,
PDZK1IP1,14,-6487.38932339,571.1140258289167,15.75611817,161.405209,0.782707947818,
PELI1,14,-2146.93592601,234.25391849893975,3.663753474,107.3349957,0.886172538597,
PFKP,13,2204.95293349,187.44046277564533,29.42172358,113.2520796,0.460600166163,
PGAP2,13,21627.6673736,273.26611226887366,68.25255945,195.8478923,0.168102834949,
PHF11,12,-1773.06400956,461.0352793641003,0.202446783,111.9886632,0.904665328713,
PIK3R5,13,-980.00408869,195.7077062062041,25.96431865,103.6571582,0.493973939349,
PILRA,14,-448.817203094,334.37935706399173,14.29728346,215.08127,0.550698382894,
PLAUR,13,8320.7486881,443.46847977438017,60.32660606,433.1893373,0.823324002986,
PLEK,13,-22442.1794317,510.14644696822666,61.1543242,734.8856675,0.597266172928,
PMP22,14,17888.9015312,347.8628397663577,35.66588398,122.8883691,0.17187307294,
PNP,13,-13868.8614616,365.5300488508876,42.63332878,384.6069097,0.821834790365,
PNRC1,13,-13081.3174983,455.02663904876067,40.68500034,119.0084753,0.417847653393,
PPP1CB,15,-4266.60963662,289.0601156316559,26.83156952,167.1685502,0.857867409838,
PPP1R15A,14,1585.80986041,344.31186577167165,20.80138101,153.1716809,0.655262272227,
PPP4R2,15,-592.041206133,183.49852352179957,13.87296717,103.7833533,0.668392238362,
PRDX1,15,-13503257.5376,9525.459765115987,1642.154833,9475.753608,0.807945840311,
PROCR,12,1454.64695806,461.7100987396563,0.716447118,234.0347653,0.97611604231,
PRPF38A,15,-9938.31266597,627.4751504683678,18.9527934,122.5771441,0.536639085287,
PSMB10,13,-42574.8423072,679.3945408192453,85.3594546,363.3531648,0.790317351828,
PSMB9,14,-10465.5563565,620.40276400394,75.9054891,342.9488291,0.660814364096,
PSME1,13,-86594.709064,869.5361040240006,265.0509284,736.4083473,0.498477942189,
PSME2,13,-40398.1757298,991.3390259601181,399.3751771,1525.938294,0.750920547498,
PTTG1,13,-2066.49125295,356.7867840888698,23.06386711,446.9539888,0.864282854998,
PYHIN1,13,-3759.25724398,314.8217408210924,11.6723384,427.3332254,0.995263497689,
RAB32,13,-14157.2521366,523.8313227950122,18.63756735,261.5658017,0.480354139407,
RAB8B,13,-34437.9408081,480.876027588474,108.8268146,420.2185868,0.743609664559,
RAP1B,15,-88575.0195399,789.1897247962207,127.3778065,360.1266956,0.709006304471,
RBM7,13,-18457.3859022,569.248607623496,42.31655679,123.0251542,0.629613194247,
RELA,14,-11832.3548712,467.48487904364475,21.643359,136.2998452,0.855297460855,
RGS1,15,842538.206751,18.493620841514765,407.0228619,1083.288136,8.7114864642e-05,
RILPL2,13,-5392.32140838,405.8165566156629,21.14815743,163.5756066,0.731057517999,
RNASET2A,14,-14744.763531,575.1721034538983,55.73028335,191.8395753,0.368685540095,
RNASET2B,14,-60299.5148011,912.9704227404555,74.15230343,388.5593127,0.801998899115,
RNF114,15,-6710.86392274,527.1302844784607,42.40844794,202.2158439,0.64614977313,
RNF19B,15,-7594.48202022,354.7181446109084,16.57295894,127.4720585,0.755553057484,
RSAD2,11,-106378.727427,2842.007624639651,0.517836894,1292.976595,0.964911914948,
RTP4,12,-2972.27015978,510.47954621171885,0.095205795,384.3975668,0.936087891056,
SAA3,12,-81083.9521461,4217.299842183366,1.448067041,465.9274359,0.754189020462,
SAMHD1,12,-66240.8363414,682.4249097864977,91.1002092,357.8229212,0.919122051442,
SAMSN1,13,12887.44997,776.505496609859,61.02577798,556.5760669,0.540704201724,
SAT1,13,193948.857444,1132.314404205369,678.6071209,1515.817425,0.132871756478,
SBDS,13,-3698.34241897,345.7839374333309,42.67231245,353.4248874,0.851403105293,
SDC4,13,-428678.60611,3654.3591167013196,25.31632743,1434.78303,0.957117452457,
SEPW1,13,33242.7231745,154.64034144588496,147.4769621,302.4025379,0.130511561679,
SERPINA3G,13,-4733.65315811,654.7210137816502,7.452418817,163.8540923,0.900888672506,
SERPINB6B,13,2431.67725588,1115.9722730597648,8.169808634,332.3193471,0.773036827547,
SERPINB9,13,-47503.2792566,1528.754845515821,7.612469684,272.4170721,0.904301742351,
SERPINB9B,13,-32936.6761849,2980.407727049356,0.003194841,101.0693789,0.90104534399,
SGK1,12,8898.94901282,493.74478056792964,110.8840567,376.3698524,0.75244164016,
SKIL,15,183.652206408,144.87944610239555,46.95689038,171.1574448,0.394474737773,
SLAMF7,12,-21208.8875094,622.9864155854382,104.2978601,440.4276243,0.83389803208,
SLC15A3,15,409.457695931,354.8205664907965,56.79432339,246.5095438,0.567458386643,
SLC2A6,14,-4207.4707919,357.3707605496488,13.47675118,191.2060992,0.85696116518,
SLC3A2,12,-321.667230824,285.5841584067724,76.09824227,203.9136149,0.31631032199,
SLC7A11,13,-25018.7760601,430.6287803695439,53.84383358,368.4080289,0.776079205961,
SLC7A2,15,-4254.75484351,313.0943453202633,6.144518655,269.8222246,0.938571892167,
SLFN2,14,-27274.4673212,565.6972177697389,135.7004811,765.9881287,0.84214062942,
SLFN5,15,-117.525315757,205.9260697994223,6.460949093,233.2543026,0.83447939852,
SLFN8,12,-1078.82570734,250.60228284330952,0.883048588,129.8532168,0.965168696535,
SLPI,13,-51907.8870786,1578.867519833641,26.59191777,207.2798745,0.946051993704,
SNX10,13,-48625.7017204,669.6704216130535,69.31141926,254.0070584,0.633756035145,
SOD2,13,-17910.2140089,403.4916767677275,31.74647154,444.6192375,0.934362944619,
SP100,13,-939.098464507,362.17129753677796,31.99903991,271.1288423,0.856600582978,
SP140,13,-8758.46143389,397.94891084021833,35.82887818,394.4597259,0.838420783845,
SQSTM1,15,-78063.5787101,955.6602993115255,117.1580775,913.2021068,0.827503035304,
SRGN,14,-95335.3533315,1324.330822929428,383.0799657,1970.283385,0.770063736088,
STAT1,13,-731.676118544,219.1102523959093,13.79815949,230.5672664,0.918119162395,
STAT2,13,-386.79281658,201.54490491970705,12.33279322,155.802328,0.94738728354,
STAT5A,13,-2449.51695658,246.45680971459146,6.148325207,110.1926545,0.82702696631,
STXBP3A,13,-27744.0379894,623.5115246860659,40.2892034,264.5455163,0.92994988092,
SWAP70,12,-7337.38314467,436.39822446308847,23.28850713,129.7715861,0.864243047996,
TANK,15,-11875.939668,540.7917696095228,51.21099208,350.0136063,0.640580291012,
TAP1,13,-201.651477838,179.90285586694102,10.82278745,120.3273607,0.917545169388,
TAPBP,13,-14521.2501712,311.4294797064659,88.94276698,274.5723972,0.825414941203,
TARM1,13,-27274.6866616,1267.0678104906497,10.01346729,542.3427554,0.94401703362,
TFG,14,5195.97128668,212.9415715295579,41.08790951,126.5013656,0.260408390097,
TGIF1,14,1756.0129273,421.7011909623329,52.10509351,178.8813223,0.44722462896,
THBS1,11,-15835.979229,766.7304013512668,24.71254004,226.3062558,0.960595229544,
TIMP1,12,-4596.61700451,906.8691734133282,2.050347076,120.376,0.984673323973,
TLR2,14,-10055.9935058,440.4258287669822,4.323175563,234.157931,0.895555064696,
TMEM219,14,-2992.59366497,393.12121439569876,51.45099303,166.1175091,0.395156711476,
TMEM39A,14,-5638.88602107,475.40794254495836,10.12764801,180.4711122,0.918734764191,
TNF,13,5879.95848321,1268.4541968789486,7.80356661,759.2324642,0.914726493025,
TNFAIP2,13,-33580.0775898,748.6232949256528,64.72994951,727.50053,0.579658177568,
TNFAIP3,13,4018.02786552,125.7909451473538,20.98068282,134.792444,0.406686470226,
TNFRSF1B,13,-21227.799995,439.15363657148856,83.3708258,280.9172933,0.669696169831,
TNFSF15,13,-1079.25525037,398.1888371784894,0.264653321,315.2289801,0.973369159232,
TNFSF9,13,-9609.35532183,945.8989129608625,2.489807289,254.8698899,0.981409507311,
TNIP3,12,-35375.3659966,628.9644533642488,71.09435593,285.514004,0.922762971676,
TOR3A,13,-556.727491491,178.988895553664,6.843265439,143.0419697,0.91520695135,
TRAF1,13,-17857.9348868,648.985479037768,3.667341606,187.0591448,0.681446734016,
TREX1,13,-3615.41279554,523.2185612853469,40.14048347,594.6282042,0.882096064012,
TRIM30A,13,-4916.18171257,445.1620702374294,31.54490865,730.1089287,0.978380579579,
TRIM30D,13,-630.294836617,197.8210943007712,9.149249033,218.7359588,0.966768742971,
TRIM5,13,-11273.7053424,502.9158417154856,20.00746091,103.5078001,0.671232582469,
TXNRD1,13,-7308.98545473,262.1242005501532,20.44121231,187.3256081,0.79817263452,
U90926,11,-31758.9093977,4059.464640278406,0.015636051,164.3849938,0.96315153639,
UBC,12,-5067301.99626,4993.718781382662,1041.253653,2627.00791,0.437541799233,
UBE2L6,13,-21158.2442393,727.89201028767,47.99646751,376.9961171,0.849820748188,
USP18,14,-34336.0115259,1051.4891466035149,4.477664301,1242.335632,0.955451485889,
XAF1,12,-5771.89297202,404.9561466704172,9.174017911,282.6336411,0.984786844601,
ZBP1,11,2362.07138037,376.99492174901184,16.53535958,132.4200462,0.68257010758,
ZDHHC21,11,-71920.4533819,2847.5268043125966,17.85271775,149.4916166,0.897912556337,
ZFP36,14,-8154.9765355,361.9101446322875,48.5695357,247.3551454,0.814629083076,
ZUFSP,13,-839.622773405,287.3846273812751,10.72966284,137.7437102,0.870349569013,
